date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS:GO ban detection,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2018-01-01,43,1,8,4,11,96,20,16,5,29,4,1,10,0,8,56,0,39,68,1,16,0,0,9,0,0,3,0,43,43,15,20,16,100,19,0,22,0,24,8,37,30,0,0,59,34,23,42,0,36,57,23,21
2018-02-01,39,1,7,4,10,9,19,22,19,30,1,1,5,1,9,25,0,56,53,1,0,0,0,9,0,0,2,0,45,40,16,18,21,0,17,0,20,0,20,8,33,16,0,0,51,30,25,23,0,35,55,23,17
2018-03-01,33,1,7,4,10,6,27,69,18,6,11,1,5,1,9,22,0,43,43,1,0,0,0,7,0,0,3,0,33,30,13,13,11,0,13,0,17,0,15,6,26,18,0,0,47,24,27,22,7,31,41,17,17
2018-04-01,23,1,5,4,10,4,32,19,1,8,0,1,15,3,6,12,0,37,30,1,0,0,0,5,0,0,2,0,21,21,9,10,6,0,10,0,11,0,10,4,25,20,0,0,30,23,24,31,0,24,31,13,10
2018-05-01,21,0,5,4,10,4,38,23,1,21,0,2,14,2,7,26,0,40,32,1,0,0,0,4,0,0,2,0,15,13,6,8,5,0,8,0,10,0,8,5,27,14,0,0,27,18,20,29,0,20,27,10,11
2018-06-01,21,1,5,4,9,5,26,23,1,12,1,2,19,3,4,20,67,28,33,0,0,0,0,6,0,0,2,0,13,12,5,9,4,0,7,0,9,0,8,5,19,0,0,0,30,15,25,21,7,21,35,13,10
2018-07-01,22,1,5,3,9,9,43,19,1,24,0,3,8,6,5,16,0,27,31,1,0,0,0,8,0,0,2,0,13,12,7,8,4,0,8,0,11,0,10,5,21,17,0,0,32,18,24,13,0,21,29,14,11
2018-08-01,21,1,4,3,8,8,70,16,1,3,0,5,8,5,4,12,0,31,25,1,0,0,0,8,0,0,2,0,15,14,8,18,8,0,7,0,9,0,10,4,16,12,0,0,32,23,18,12,0,20,28,13,9
2018-09-01,21,1,5,3,8,57,100,13,1,13,1,1,11,100,6,25,0,54,40,1,14,0,0,6,0,0,2,0,13,11,7,10,5,0,8,0,12,0,10,4,12,0,0,0,33,31,24,30,0,21,28,12,16
2018-10-01,19,0,4,4,7,4,22,12,2,18,0,1,5,2,8,0,0,42,23,1,0,0,0,6,0,0,2,0,10,9,6,10,4,0,5,0,7,0,7,4,13,14,0,0,28,16,17,13,0,20,26,10,10
2018-11-01,19,1,4,4,7,5,15,14,2,4,0,1,11,1,5,36,0,43,30,1,15,0,0,5,0,0,2,0,9,8,6,10,4,0,7,0,9,0,6,3,12,0,0,0,27,15,13,14,0,20,26,10,9
2018-12-01,28,1,7,3,11,5,17,13,2,4,0,1,9,1,4,22,0,39,28,1,0,12,0,9,0,0,2,0,14,11,8,12,7,0,8,0,9,0,8,7,22,0,0,0,27,17,29,17,0,25,33,12,12
2019-01-01,24,1,4,3,8,10,19,15,8,4,0,1,5,1,5,0,0,41,25,1,0,0,0,5,0,0,2,2,14,11,8,11,6,0,7,0,11,0,9,6,21,14,0,0,32,11,23,12,0,24,35,13,12
2019-02-01,24,1,5,3,7,47,21,21,66,17,0,1,9,1,6,12,0,58,43,1,0,0,0,3,0,0,2,1,12,10,8,11,5,0,5,0,12,0,10,6,13,16,0,0,31,28,18,23,0,21,28,12,11
2019-03-01,23,1,4,3,8,20,35,74,28,5,0,1,5,1,4,40,0,50,35,1,0,0,0,8,0,0,2,0,13,12,7,13,8,0,5,0,10,0,11,7,16,0,0,0,29,25,19,21,0,22,33,11,14
2019-04-01,19,0,4,3,8,5,60,20,1,14,0,2,6,0,5,9,0,45,26,1,14,0,0,3,0,0,2,0,10,9,7,12,4,0,6,0,8,0,8,5,11,0,0,0,18,19,16,13,6,23,25,8,10
2019-05-01,17,0,4,3,7,5,65,23,1,19,0,2,10,0,5,12,0,45,30,1,0,0,0,5,0,0,2,0,9,7,6,10,4,0,4,0,8,0,8,3,12,0,0,0,22,20,15,20,0,16,19,10,10
2019-06-01,18,0,4,2,7,6,42,21,1,15,0,1,14,0,4,43,0,40,30,1,0,0,83,52,1,0,1,1,12,9,6,10,4,0,5,0,7,0,6,6,12,0,0,0,25,23,18,17,0,20,25,69,9
2019-07-01,18,0,4,2,6,13,37,17,1,27,0,10,8,0,2,17,0,35,28,0,0,0,0,56,0,0,1,2,14,8,7,9,4,0,6,0,10,0,7,3,14,0,0,0,24,25,19,23,0,19,22,78,10
2019-08-01,19,0,3,2,7,51,31,15,1,3,0,7,4,1,3,0,0,40,30,1,0,0,0,38,0,0,2,1,13,9,6,11,4,0,4,0,10,0,10,5,8,0,0,0,28,21,16,12,0,19,24,49,11
2019-09-01,19,0,4,3,7,44,21,12,1,20,0,3,11,0,3,19,75,49,28,0,0,0,0,41,0,0,1,1,12,9,8,9,5,0,4,0,8,0,10,5,9,0,0,0,25,27,26,17,0,20,26,49,10
2019-10-01,17,0,3,3,7,5,22,12,1,22,0,1,17,0,4,0,0,51,33,1,0,0,0,21,0,0,2,1,11,8,9,13,7,0,5,0,9,0,11,5,10,0,0,0,25,21,20,11,0,21,29,26,10
2019-11-01,16,0,4,3,8,6,14,13,1,3,0,1,14,0,4,18,0,53,23,1,0,0,0,17,0,0,3,1,12,10,9,18,5,0,5,0,11,0,8,5,9,14,0,0,27,18,24,9,0,16,33,18,10
2019-12-01,19,0,4,3,6,6,14,13,2,4,0,3,8,0,3,40,0,44,26,1,0,0,0,12,0,0,1,0,12,10,9,14,5,0,5,0,13,0,7,5,11,0,0,0,25,14,13,10,0,19,27,20,9
2020-01-01,20,0,3,3,7,6,21,17,6,3,0,11,8,0,7,0,0,44,27,1,0,0,0,9,0,0,2,1,13,11,11,13,7,0,5,0,14,0,11,5,12,0,0,0,27,13,14,11,0,20,39,16,14
2020-02-01,23,0,4,3,7,8,18,18,30,24,0,68,14,0,7,13,0,56,30,0,12,0,0,20,0,0,2,1,14,13,12,16,7,0,6,0,12,0,13,6,12,11,0,0,29,21,15,16,0,20,37,27,12
2020-03-01,28,1,6,2,10,7,19,27,8,9,0,4,3,0,10,11,0,50,45,0,11,0,0,22,0,0,2,1,17,14,15,15,7,0,7,0,17,0,12,7,21,17,0,0,34,27,22,16,5,29,47,29,15
2020-04-01,39,1,7,3,15,8,23,9,1,31,0,3,3,0,7,8,0,72,54,1,0,0,0,35,0,0,3,1,25,19,18,21,11,0,10,38,25,0,18,10,28,22,0,0,54,36,30,22,0,46,66,45,25
2020-05-01,32,1,5,2,12,6,16,8,1,25,0,7,9,0,8,7,0,56,55,1,0,0,0,34,0,0,2,1,20,16,15,21,9,0,9,32,18,0,19,7,20,19,0,0,42,35,26,20,0,31,55,50,23
2020-06-01,23,0,4,2,9,7,16,11,1,11,0,91,8,0,10,18,0,51,54,0,0,0,0,33,0,0,2,1,16,11,11,20,6,0,6,0,17,0,13,7,14,17,0,0,33,28,19,14,0,24,36,47,16
2020-07-01,20,0,4,2,8,5,23,15,1,3,0,7,32,0,5,7,0,39,32,1,0,0,0,30,0,0,1,0,14,10,10,15,5,0,5,0,12,0,12,4,8,10,0,0,30,21,13,13,0,20,31,39,12
2020-08-01,18,0,3,2,7,5,59,11,1,24,0,4,23,0,4,0,0,37,35,0,0,0,0,23,0,0,2,1,13,9,11,17,7,0,4,19,11,0,11,2,12,0,0,0,21,17,16,10,0,19,22,30,11
2020-09-01,17,0,3,2,6,5,35,10,1,8,0,5,27,0,8,7,0,65,36,0,0,0,0,19,0,0,1,1,10,8,8,12,4,0,3,0,9,0,9,3,9,14,0,0,22,14,16,0,0,16,22,26,9
2020-10-01,17,0,3,3,5,4,24,9,1,26,0,28,27,0,6,11,0,61,34,1,0,0,0,12,0,0,1,0,10,8,8,11,4,0,4,0,8,0,9,4,9,0,0,0,21,13,12,11,0,14,23,18,9
2020-11-01,19,0,3,3,7,4,23,9,0,4,0,46,29,0,4,0,0,52,38,0,0,0,0,7,0,0,2,0,10,8,10,11,4,0,4,0,9,0,10,3,11,0,0,0,25,16,17,0,0,17,28,14,11
2020-12-01,22,1,4,2,7,4,17,8,1,2,0,51,42,0,2,10,0,38,37,1,0,0,0,9,0,100,2,1,13,9,11,12,6,0,4,0,13,0,11,5,12,0,0,0,29,17,14,10,0,22,31,15,11
2021-01-01,21,1,4,2,7,5,17,11,1,2,1,80,57,0,5,16,0,44,30,1,0,0,0,8,0,28,2,0,11,10,11,14,6,0,5,0,15,0,12,11,12,0,0,0,28,19,15,11,0,22,35,17,10
2021-02-01,22,0,5,2,7,5,23,12,26,2,0,60,4,0,5,0,0,56,34,0,0,0,0,5,0,26,2,0,13,10,12,15,5,0,4,0,14,0,15,10,12,0,0,0,27,14,17,11,0,22,36,14,11
2021-03-01,21,0,4,2,7,3,36,48,2,2,0,8,3,0,5,0,0,53,29,1,0,0,0,6,0,46,2,0,13,10,12,14,5,0,4,0,13,0,15,8,9,0,0,0,25,8,12,15,0,18,34,14,12
2021-04-01,20,0,4,2,8,5,29,16,1,2,0,51,18,0,4,0,0,56,34,0,0,0,0,10,0,33,1,0,12,9,13,9,5,0,4,0,14,0,19,6,11,13,0,0,22,14,15,12,0,21,33,18,12
2021-05-01,18,0,3,2,6,5,86,20,1,2,0,12,16,0,5,0,0,48,33,1,0,0,0,10,0,14,1,0,11,9,12,11,7,0,3,0,9,0,14,3,12,0,0,0,19,8,16,0,0,19,29,16,10
2021-06-01,13,0,3,2,7,3,35,18,0,20,0,43,3,0,4,0,0,45,24,0,0,0,0,11,0,4,1,0,8,7,10,7,4,0,3,0,8,0,11,2,5,0,0,0,14,7,13,10,0,12,17,13,7
2021-07-01,13,0,3,2,6,4,54,15,1,2,1,4,5,0,3,0,0,47,22,0,0,0,0,8,0,3,1,1,8,6,8,6,3,0,2,0,6,0,9,2,7,0,0,0,15,8,14,0,0,13,19,13,7
2021-08-01,12,0,3,2,6,3,36,11,0,15,1,5,10,0,3,0,0,41,17,1,0,0,0,13,0,2,1,0,8,7,9,7,3,0,2,0,7,0,8,3,5,0,0,0,15,8,14,0,0,11,20,16,7
2021-09-01,13,0,3,2,5,6,39,10,1,2,2,52,3,0,4,0,0,53,21,1,0,0,0,16,100,6,2,0,8,7,9,9,4,0,3,0,5,0,10,2,5,0,0,0,12,0,17,0,0,11,43,20,8
2021-10-01,13,0,3,2,6,40,31,11,1,1,36,19,5,0,2,0,0,59,28,0,0,0,0,11,30,4,1,0,8,6,10,7,3,0,3,0,7,0,13,7,6,0,0,0,15,15,14,0,0,12,25,18,8
2021-11-01,14,0,3,2,6,38,18,12,1,1,41,96,5,0,4,35,0,50,32,0,0,0,0,8,22,2,1,0,8,6,10,6,3,0,2,0,6,62,14,7,6,0,0,0,17,10,19,9,0,12,23,14,8
2021-12-01,13,1,3,2,6,4,23,12,1,1,1,100,2,0,2,11,0,43,20,1,0,0,0,8,23,2,1,0,8,6,10,5,3,0,2,0,5,0,8,4,7,0,0,0,18,9,16,0,0,12,18,13,6
2022-01-01,19,1,4,2,7,5,23,15,2,1,1,72,2,0,6,0,0,65,25,0,0,0,0,26,72,5,2,1,13,10,15,10,8,0,5,0,12,0,13,9,9,0,0,0,25,12,20,0,0,18,33,33,10
2022-02-01,20,1,4,3,10,9,23,16,51,2,6,86,2,1,7,10,0,82,42,0,0,0,0,37,43,4,2,0,15,11,16,9,7,0,5,0,10,0,16,5,7,0,0,0,29,11,30,10,0,20,29,37,12
2022-03-01,17,1,3,3,8,7,42,57,3,2,8,11,2,2,7,0,0,76,37,0,0,0,0,62,7,2,1,0,14,9,16,10,6,0,3,0,10,0,15,4,7,0,0,0,22,13,23,0,0,18,26,58,9
2022-04-01,16,1,3,2,7,21,46,19,1,2,22,28,3,0,5,5,47,80,29,0,14,0,0,72,6,2,1,0,13,9,15,8,5,0,3,0,12,0,16,3,4,0,0,0,19,13,27,10,0,15,22,70,7
2022-05-01,18,1,3,2,7,91,74,20,1,30,100,20,6,1,6,21,100,71,43,0,13,0,0,66,5,2,2,0,15,7,14,15,9,0,3,0,11,0,20,4,6,0,0,0,20,18,37,12,0,15,26,71,11
2022-06-01,16,1,3,2,7,6,46,20,1,3,2,79,12,0,5,20,0,48,31,0,0,0,0,100,5,2,1,0,16,8,13,16,10,0,3,0,8,0,13,2,6,0,0,0,21,10,28,8,0,17,21,100,10
2022-07-01,17,1,3,2,7,6,54,16,1,12,3,8,4,0,3,11,0,47,29,0,0,0,0,88,4,2,1,0,21,8,15,23,15,0,3,0,8,0,16,4,9,0,0,0,17,9,27,50,0,13,21,95,8
2022-08-01,17,1,3,2,8,6,38,13,1,37,41,79,4,0,5,9,0,43,24,1,15,0,0,76,6,2,2,1,17,10,15,18,12,0,3,0,9,0,22,3,9,0,0,0,16,16,25,30,0,16,21,75,7
2022-09-01,15,0,3,2,6,7,30,12,1,2,1,12,4,0,6,0,0,54,24,0,0,0,0,12,5,2,1,1,12,7,12,11,7,0,3,0,9,0,15,3,8,0,0,0,18,11,19,12,0,13,18,14,7
2022-10-01,14,0,2,2,6,19,30,12,1,2,2,23,6,0,4,6,0,65,27,1,13,0,0,4,5,2,1,0,8,5,13,6,4,0,2,0,7,0,14,2,9,0,0,0,18,7,19,0,5,13,18,7,5
2022-11-01,15,0,2,2,7,48,21,14,1,2,2,69,12,1,5,31,53,69,32,0,0,0,0,5,4,1,1,0,8,6,12,5,4,0,2,0,7,0,13,3,7,0,0,0,21,18,24,0,0,14,21,10,8
2022-12-01,13,0,2,2,6,4,18,13,1,1,1,73,5,0,3,7,0,53,19,0,0,0,0,2,2,1,1,0,8,6,12,6,4,0,2,18,7,0,11,2,5,0,0,0,18,0,11,0,0,13,17,7,6
2023-01-01,14,0,3,2,6,5,22,15,3,1,1,76,2,0,5,0,0,56,21,0,0,0,0,4,4,2,1,0,10,8,15,6,5,0,3,0,8,0,13,0,9,0,0,0,19,7,11,0,0,14,23,7,8
2023-02-01,18,1,3,2,8,9,34,19,39,2,1,15,3,0,4,9,0,81,35,0,15,0,0,5,5,3,2,1,12,10,19,7,11,0,4,27,10,0,20,4,8,0,0,0,25,10,15,9,0,16,33,7,9
2023-03-01,24,2,6,15,29,9,49,56,1,2,1,17,4,0,5,25,0,74,27,9,0,0,0,5,7,5,3,1,17,13,27,12,12,0,6,24,15,0,24,5,15,11,0,0,21,14,28,0,0,22,32,11,10
2023-04-01,24,1,3,8,9,25,48,19,1,8,1,33,9,0,5,13,0,70,28,4,0,0,0,4,10,6,3,1,23,19,31,16,16,0,7,28,20,34,44,5,10,0,0,0,23,12,19,0,0,23,35,12,14
2023-05-01,21,1,3,7,9,100,71,21,1,10,2,41,7,1,4,37,42,74,33,4,0,0,0,4,6,4,3,1,16,14,18,12,12,0,4,28,16,0,41,7,11,0,0,0,30,15,21,7,0,20,34,9,13
2023-06-01,15,1,3,11,9,7,49,20,1,2,1,73,10,0,3,15,0,53,22,12,0,0,0,2,5,4,2,1,13,11,16,7,8,0,4,0,11,0,25,4,11,0,0,0,17,0,18,0,0,15,24,6,7
2023-07-01,15,1,3,11,9,6,49,16,1,2,1,97,3,0,3,0,0,56,21,7,0,0,0,0,3,3,2,1,13,10,16,9,7,0,5,0,9,0,23,3,10,0,0,0,17,11,16,0,0,14,23,5,9
2023-08-01,15,1,3,15,11,5,33,14,1,2,1,8,2,0,7,14,0,51,28,12,0,0,0,2,4,3,2,1,12,10,15,8,7,0,4,0,11,0,21,5,6,0,0,0,22,15,18,0,0,14,26,6,8
2023-09-01,17,1,4,98,18,4,30,12,1,2,1,7,3,0,4,0,0,68,22,67,0,0,0,4,6,3,2,1,14,10,15,7,7,0,5,0,11,0,22,3,11,0,0,41,22,7,17,0,0,16,22,7,14
2023-10-01,10,1,3,94,13,3,28,13,1,2,1,28,4,0,4,12,0,59,20,72,0,0,0,2,6,4,2,2,13,11,16,7,7,0,4,0,10,0,20,3,8,0,0,0,10,6,16,0,0,13,15,5,7
2023-11-01,7,1,2,54,8,2,20,24,1,17,1,51,8,0,3,15,0,59,14,49,10,0,0,1,3,2,2,1,7,7,9,3,4,0,2,0,3,0,9,3,2,0,0,0,7,0,9,0,0,6,8,3,4
2023-12-01,6,1,2,48,9,2,20,18,1,20,1,47,8,0,4,24,0,47,10,40,0,0,0,0,3,1,1,0,5,5,8,3,3,0,1,0,4,0,7,0,4,0,0,0,5,0,11,0,0,6,9,3,3
2024-01-01,6,1,2,47,9,3,25,15,6,13,13,61,3,0,5,12,0,54,10,27,0,0,0,1,2,1,1,1,6,4,8,2,3,0,2,0,3,0,7,0,4,0,0,0,7,6,9,0,0,6,7,2,3
2024-02-01,8,1,2,77,11,6,28,19,47,3,20,12,3,0,4,0,0,82,15,100,0,0,0,1,3,2,1,1,9,6,11,4,5,0,2,0,7,0,25,2,0,0,0,0,9,10,12,0,0,9,9,3,3
2024-03-01,8,1,2,78,11,17,60,60,2,3,87,26,4,1,5,9,0,100,18,35,0,0,0,0,4,1,1,1,10,6,10,3,4,0,2,0,4,0,16,3,2,0,0,0,8,6,11,0,0,8,11,4,3
2024-04-01,6,1,2,67,9,4,58,23,1,25,5,8,7,0,4,0,0,84,12,55,0,0,0,0,4,2,2,1,11,5,8,4,4,0,2,0,5,0,13,2,4,0,0,0,5,0,7,0,0,7,7,3,3
2024-05-01,6,1,2,59,9,2,80,22,1,2,1,7,7,0,5,0,0,60,10,46,0,0,0,0,3,3,2,1,11,4,6,2,3,0,1,0,5,0,8,0,4,0,0,23,4,0,7,0,0,7,8,3,2
2024-06-01,5,1,2,60,11,2,56,21,1,2,1,74,11,0,4,9,0,57,10,78,0,0,0,2,6,2,1,1,10,4,6,2,3,0,1,0,3,0,6,0,0,0,0,34,3,0,6,0,0,7,6,2,2
2024-07-01,5,1,2,56,10,1,65,16,1,2,1,35,2,0,5,0,0,59,14,33,0,0,0,0,3,2,1,1,9,3,5,2,2,0,1,0,4,0,6,0,0,0,0,37,2,0,8,0,0,6,5,2,2
2024-08-01,5,1,2,68,12,2,31,13,2,2,1,79,3,0,6,0,0,60,8,48,0,0,0,0,3,2,2,1,11,4,6,2,3,0,2,0,3,0,7,0,0,0,0,22,6,0,8,0,0,7,6,2,3
2024-09-01,5,1,2,63,11,2,29,12,1,2,1,69,3,0,11,8,0,72,7,30,0,0,0,0,4,3,2,1,12,4,6,2,3,0,1,0,4,0,7,2,2,0,0,44,5,0,5,0,0,6,6,2,2
2024-10-01,5,1,2,75,10,1,24,12,3,2,1,33,6,0,7,0,0,86,10,82,0,0,0,0,8,5,2,1,13,5,6,2,3,0,1,0,3,0,6,2,3,0,0,63,3,0,7,0,0,6,5,2,3
2024-11-01,5,1,2,68,11,3,26,15,1,13,3,45,8,0,6,7,0,90,8,58,0,0,0,0,2,2,2,0,10,3,6,2,2,0,1,0,3,0,4,0,0,0,0,0,4,0,7,0,0,6,5,1,3
2024-12-01,5,1,2,81,12,8,28,16,2,24,8,11,3,1,3,5,7,82,10,33,0,0,0,0,2,2,1,0,10,3,6,1,3,0,1,3,2,0,7,1,1,1,0,14,3,3,11,2,0,5,4,2,1
